userid;start_utc_timestamp;start_utc_offset;stop_utc_timestamp;stop_utc_offset;geohash_from;geohash_to;foot;bike;car;bus;train
819;03-Feb-2019 10:34:59;+01:00;03-Feb-2019 10:41:22;+01:00;u2j70ykj;u2j70yt0;0;0;0;0;100
819;03-Feb-2019 10:48:46;+01:00;03-Feb-2019 21:34:56;+01:00;u2j70yt0;u2j70yt0;0;0;0;0;100
819;03-Feb-2019 21:52:05;+01:00;04-Feb-2019 08:32:01;+01:00;u2j70yt0;u2j71jdu;2;1;2;0;93
819;04-Feb-2019 10:50:34;+01:00;04-Feb-2019 11:43:54;+01:00;u2j71jep;u2j71jep;0;4;2;4;89
819;04-Feb-2019 14:10:54;+01:00;04-Feb-2019 15:45:08;+01:00;u2j71jep;u2j71n50;0;0;0;0;100
819;04-Feb-2019 19:10:10;+01:00;04-Feb-2019 19:15:30;+01:00;u2j71n50;u2j71n50;0;0;0;0;100
819;04-Feb-2019 19:31:22;+01:00;04-Feb-2019 19:45:10;+01:00;u2j71n50;u2j71n50;0;0;12;0;87
819;04-Feb-2019 19:59:10;+01:00;05-Feb-2019 05:46:02;+01:00;u2j71n50;u2j70yt0;0;0;0;0;100
819;05-Feb-2019 05:55:22;+01:00;05-Feb-2019 07:50:36;+01:00;u2j70yt0;u2j71jep;0;0;0;0;100
819;05-Feb-2019 08:06:56;+01:00;05-Feb-2019 08:21:56;+01:00;u2j71jep;u2j71jg0;0;0;0;0;100
819;05-Feb-2019 08:33:36;+01:00;05-Feb-2019 09:37:07;+01:00;u2j71jg0;u2j71jep;0;0;0;0;100
819;05-Feb-2019 09:50:07;+01:00;05-Feb-2019 12:12:29;+01:00;u2j71jep;u2j71jep;0;0;0;0;100
819;05-Feb-2019 12:39:49;+01:00;05-Feb-2019 15:46:07;+01:00;u2j71jep;u2j71v3d;0;0;0;0;100
819;05-Feb-2019 17:27:15;+01:00;05-Feb-2019 17:49:15;+01:00;u2j71v3d;u2j71v3d;1;11;19;0;66
819;05-Feb-2019 19:12:28;+01:00;06-Feb-2019 01:04:37;+01:00;u2j71v3d;u2j70yt0;2;1;2;2;92
819;06-Feb-2019 04:24:38;+01:00;06-Feb-2019 08:15:56;+01:00;u2j70yt0;u2j71jep;0;0;0;0;100
819;06-Feb-2019 08:41:20;+01:00;06-Feb-2019 09:36:51;+01:00;u2j71jep;u2j71jep;0;0;0;0;100
819;06-Feb-2019 10:11:51;+01:00;06-Feb-2019 10:51:41;+01:00;u2j71jep;u2j71jee;0;0;0;0;100
819;06-Feb-2019 11:34:41;+01:00;06-Feb-2019 12:15:46;+01:00;u2j71jee;u2j70yt0;0;0;0;2;97
819;06-Feb-2019 12:36:41;+01:00;06-Feb-2019 15:30:57;+01:00;u2j70yt0;u2j71n50;0;0;0;0;100
819;06-Feb-2019 16:52:17;+01:00;06-Feb-2019 18:04:23;+01:00;u2j71n50;u2j71n50;0;0;0;0;100
819;06-Feb-2019 18:47:03;+01:00;06-Feb-2019 18:48:59;+01:00;u2j71n50;u2j71n50;100;0;0;0;0
819;06-Feb-2019 19:04:27;+01:00;06-Feb-2019 19:29:03;+01:00;u2j71n50;u2j71n4b;0;0;0;0;100
819;06-Feb-2019 21:25:49;+01:00;07-Feb-2019 08:00:33;+01:00;u2j70yt0;u2j70psz;7;0;9;6;76
819;07-Feb-2019 10:34:53;+01:00;07-Feb-2019 12:39:09;+01:00;u2j70psz;u2j70yt0;0;0;0;0;100
819;07-Feb-2019 14:40:33;+01:00;07-Feb-2019 14:54:34;+01:00;u2j70yt0;u2j70yt0;0;0;0;0;100
819;07-Feb-2019 14:59:55;+01:00;07-Feb-2019 15:04:55;+01:00;u2j70yt0;u2j70yt0;4;0;0;0;95
819;07-Feb-2019 15:15:55;+01:00;07-Feb-2019 15:39:15;+01:00;u2j70yt0;u2j71v3d;0;10;8;6;74
819;07-Feb-2019 19:07:53;+01:00;08-Feb-2019 07:48:45;+01:00;u2j71v3d;u2j71jep;0;1;3;1;93
819;08-Feb-2019 08:04:05;+01:00;08-Feb-2019 10:09:42;+01:00;u2j71jep;u2j71jep;0;0;0;0;100
819;08-Feb-2019 10:14:51;+01:00;08-Feb-2019 16:54:34;+01:00;u2j71jep;u2jk8egn;0;2;1;0;95
819;08-Feb-2019 17:04:54;+01:00;08-Feb-2019 19:19:12;+01:00;u2jk8egn;u2jk8egn;0;0;0;0;100
819;08-Feb-2019 20:47:52;+01:00;09-Feb-2019 00:01:50;+01:00;u2jk8egn;u2jk8efy;0;0;0;0;100
819;09-Feb-2019 01:09:17;+01:00;09-Feb-2019 04:40:35;+01:00;u2jk8efy;u2jk8efy;0;0;0;0;100
819;09-Feb-2019 05:09:15;+01:00;09-Feb-2019 05:20:15;+01:00;u2jk8efy;u2jk8efy;3;6;0;20;70
819;09-Feb-2019 05:37:35;+01:00;09-Feb-2019 05:38:35;+01:00;u2jk8efy;u2jk8efy;100;0;0;0;0
819;09-Feb-2019 05:46:33;+01:00;09-Feb-2019 10:41:22;+01:00;u2jk8efy;u2jk8egn;0;0;0;0;100
819;09-Feb-2019 12:50:24;+01:00;09-Feb-2019 13:10:44;+01:00;u2jk8egn;u2jk8egn;0;0;0;0;100
819;09-Feb-2019 14:44:24;+01:00;10-Feb-2019 07:06:22;+01:00;u2jk8egn;u2j71mf1;0;0;0;0;100
819;10-Feb-2019 07:12:15;+01:00;10-Feb-2019 09:05:35;+01:00;u2j71mf1;u2j70j48;0;0;0;0;100
820;start_utc_timestamp;start_utc_offset;stop_utc_timestamp;stop_utc_offset;geohash_from;geohash_to;NULL;NULL;NULL;NULL;NULL
820;27-Jan-2019 23:21:56;+00:00;27-Jan-2019 23:45:36;+00:00;gc4nc3kn;gc4nc3kp;0;1;16;8;74
823;start_utc_timestamp;start_utc_offset;stop_utc_timestamp;stop_utc_offset;geohash_from;geohash_to;NULL;NULL;NULL;NULL;NULL
823;24-Jan-2019 16:27:25;+01:00;24-Jan-2019 16:57:25;+01:00;u0u6k7ke;u0u6x350;0;0;69;8;22
823;24-Jan-2019 20:04:02;+01:00;24-Jan-2019 20:07:39;+01:00;u0u6x350;u0u6qqvy;0;0;0;0;100
823;25-Jan-2019 06:39:29;+01:00;25-Jan-2019 07:28:29;+01:00;u0u6qqvy;u0u6k7ks;0;0;19;9;70
823;25-Jan-2019 08:49:09;+01:00;25-Jan-2019 10:13:08;+01:00;u0u6k7ks;u0u6k7ke;NULL;NULL;NULL;NULL;NULL
823;25-Jan-2019 11:10:08;+01:00;25-Jan-2019 11:21:08;+01:00;u0u6k7ke;u0u6k7s3;1;0;0;0;98
823;25-Jan-2019 11:52:28;+01:00;25-Jan-2019 12:03:28;+01:00;u0u6k7s3;u0u6k7ke;0;0;0;0;100
823;25-Jan-2019 16:17:15;+01:00;25-Jan-2019 16:17:55;+01:00;u0u6k7ke;u0u6k7km;NULL;NULL;NULL;NULL;NULL
823;25-Jan-2019 16:32:35;+01:00;25-Jan-2019 16:56:02;+01:00;u0u6k7km;u0u6qqvy;0;0;0;0;100
823;25-Jan-2019 17:42:38;+01:00;25-Jan-2019 17:55:38;+01:00;u0u6qqvy;u0u6x350;2;0;1;0;95
823;25-Jan-2019 18:25:38;+01:00;25-Jan-2019 18:39:58;+01:00;u0u6x350;u0u6qcd1;0;0;7;2;90
823;25-Jan-2019 22:57:27;+01:00;25-Jan-2019 23:07:03;+01:00;u0u6qcd1;u0u6x2gp;0;0;21;26;51
823;26-Jan-2019 03:52:21;+01:00;26-Jan-2019 04:01:41;+01:00;u0u6x2gp;u0u6x2gp;0;0;0;0;100
823;26-Jan-2019 08:39:40;+01:00;26-Jan-2019 10:48:07;+01:00;u0u6x2gp;u0u6y27r;0;0;0;0;100
823;26-Jan-2019 11:00:27;+01:00;26-Jan-2019 11:01:17;+01:00;u0u6y27r;u0u6y27w;NULL;NULL;NULL;NULL;NULL
823;26-Jan-2019 11:18:07;+01:00;26-Jan-2019 12:19:20;+01:00;u0u6y27w;u0u6qqvy;0;0;32;5;61
823;26-Jan-2019 12:32:31;+01:00;26-Jan-2019 15:07:52;+01:00;u0u6qqvy;u0u6x350;0;0;0;0;100
823;26-Jan-2019 17:37:34;+01:00;26-Jan-2019 17:43:54;+01:00;u0u6x350;u0u6x2gp;0;0;0;21;78
823;26-Jan-2019 18:05:14;+01:00;26-Jan-2019 18:06:54;+01:00;u0u6x2gp;u0u6x350;100;0;0;0;0
823;26-Jan-2019 18:23:54;+01:00;26-Jan-2019 18:27:54;+01:00;u0u6x350;u0u6x35k;0;0;0;0;100
823;26-Jan-2019 22:28:15;+01:00;26-Jan-2019 22:31:35;+01:00;u0u6x35k;u0u6x2gp;0;0;0;0;100
823;26-Jan-2019 23:23:35;+01:00;27-Jan-2019 00:14:15;+01:00;u0u6x2gp;u0u6x2gp;0;0;35;2;62
823;27-Jan-2019 00:33:35;+01:00;27-Jan-2019 00:39:35;+01:00;u0u6x2gp;u0u6x2gp;0;0;0;0;100
823;27-Jan-2019 01:12:55;+01:00;27-Jan-2019 01:34:59;+01:00;u0u6x2gp;u0u6x2gp;NULL;NULL;NULL;NULL;NULL
823;27-Jan-2019 03:04:59;+01:00;27-Jan-2019 03:10:59;+01:00;u0u6x2gp;u0u6x2gp;0;0;0;0;100
823;27-Jan-2019 03:19:59;+01:00;27-Jan-2019 03:25:19;+01:00;u0u6x2gp;u0u6x2gp;0;0;18;33;48
823;27-Jan-2019 04:15:39;+01:00;27-Jan-2019 04:28:39;+01:00;u0u6x2gp;u0u6x2gp;0;0;0;0;100
823;27-Jan-2019 04:34:19;+01:00;27-Jan-2019 04:47:19;+01:00;u0u6x2gp;u0u6x2gp;0;0;0;0;100
823;27-Jan-2019 06:47:23;+01:00;27-Jan-2019 06:59:23;+01:00;u0u6x2gp;u0u6x2gp;5;0;20;2;70
823;27-Jan-2019 07:28:23;+01:00;27-Jan-2019 07:33:43;+01:00;u0u6x2gp;u0u6x2gp;0;0;69;0;30
823;27-Jan-2019 08:03:23;+01:00;27-Jan-2019 08:09:43;+01:00;u0u6x2gp;u0u6x2gp;0;0;0;0;100
823;27-Jan-2019 08:18:03;+01:00;27-Jan-2019 08:30:16;+01:00;u0u6x2gp;u0u6x2gp;0;0;0;0;100
823;27-Jan-2019 08:35:23;+01:00;27-Jan-2019 08:35:43;+01:00;u0u6x2gp;u0u6x350;NULL;NULL;NULL;NULL;NULL
823;27-Jan-2019 09:50:26;+01:00;27-Jan-2019 10:02:36;+01:00;u0u6x350;u0u6qqvy;8;0;10;0;80
823;27-Jan-2019 14:45:44;+01:00;27-Jan-2019 14:51:53;+01:00;u0u6qqvy;u0u6x350;9;0;6;3;80
823;27-Jan-2019 19:36:38;+01:00;27-Jan-2019 19:38:10;+01:00;u0u6x350;u0u6x350;100;0;0;0;0
823;27-Jan-2019 21:07:38;+01:00;27-Jan-2019 21:16:58;+01:00;u0u6x350;u0u6x2gp;2;0;34;28;36
823;28-Jan-2019 06:35:41;+01:00;28-Jan-2019 07:06:00;+01:00;u0u6x2gp;u0u6k7ke;0;0;0;0;100
823;28-Jan-2019 09:40:57;+01:00;28-Jan-2019 10:11:37;+01:00;u0u6k7ke;u0u6k7ke;0;0;48;3;47
823;28-Jan-2019 11:53:42;+01:00;28-Jan-2019 13:28:42;+01:00;u0u6k7ke;u0u6k7ks;1;0;5;4;88
823;28-Jan-2019 15:56:31;+01:00;28-Jan-2019 15:57:51;+01:00;u0u6k7ks;u0u6k7ks;100;0;0;0;0
823;28-Jan-2019 16:39:51;+01:00;28-Jan-2019 17:14:51;+01:00;u0u6k7ks;u0u6x350;0;0;10;5;84
823;28-Jan-2019 18:46:54;+01:00;28-Jan-2019 18:50:51;+01:00;u0u6x350;u0u6qqvy;0;0;0;0;100
823;29-Jan-2019 06:23:41;+01:00;29-Jan-2019 07:23:21;+01:00;u0u6qqvy;u0u6k7ks;0;0;0;0;100
823;29-Jan-2019 09:11:52;+01:00;29-Jan-2019 10:36:12;+01:00;u0u6k7ks;u0u6k7ks;0;0;22;4;72
823;29-Jan-2019 12:24:06;+01:00;29-Jan-2019 13:00:26;+01:00;u0u6k7kg;u0u6k7ks;0;0;2;0;97
823;29-Jan-2019 13:38:21;+01:00;29-Jan-2019 16:43:41;+01:00;u0u6k7ks;u0vugesz;0;0;23;0;75
823;29-Jan-2019 17:07:01;+01:00;29-Jan-2019 17:46:09;+01:00;u0vugesz;u0vugesv;0;0;17;16;65
823;29-Jan-2019 17:58:01;+01:00;29-Jan-2019 19:06:21;+01:00;u0vugesv;u0vugs59;0;0;5;0;94
823;29-Jan-2019 20:29:05;+01:00;29-Jan-2019 20:52:45;+01:00;u0vugs59;u0vugesy;0;0;0;0;100
823;29-Jan-2019 21:27:45;+01:00;29-Jan-2019 21:36:25;+01:00;u0vugesy;u0vugesy;0;0;2;8;89
823;29-Jan-2019 23:46:11;+01:00;29-Jan-2019 23:51:11;+01:00;u0vugesy;u0vugesy;16;0;0;0;84
823;30-Jan-2019 00:34:43;+01:00;30-Jan-2019 01:36:31;+01:00;u0vugesy;u0vugesy;0;0;7;10;81
823;30-Jan-2019 02:11:11;+01:00;30-Jan-2019 02:54:31;+01:00;u0vugesy;u0vugesy;0;0;0;0;100
823;30-Jan-2019 03:23:39;+01:00;30-Jan-2019 04:06:48;+01:00;u0vugesy;u0vugesy;NULL;NULL;NULL;NULL;NULL
823;30-Jan-2019 05:52:28;+01:00;30-Jan-2019 05:55:48;+01:00;u0vugesy;u0vugesy;0;0;100;0;0
823;30-Jan-2019 07:34:28;+01:00;30-Jan-2019 07:39:13;+01:00;u0vugesy;u0vugesx;NULL;NULL;NULL;NULL;NULL
823;30-Jan-2019 07:56:13;+01:00;30-Jan-2019 09:05:13;+01:00;u0vugesx;u0vugesv;0;0;1;1;95
823;30-Jan-2019 09:16:33;+01:00;30-Jan-2019 15:52:39;+01:00;u0vugesv;u0vugesv;0;0;14;3;82
823;30-Jan-2019 16:01:28;+01:00;30-Jan-2019 16:46:28;+01:00;u0vugesv;u0vugesy;0;0;19;3;76
823;30-Jan-2019 18:40:42;+01:00;30-Jan-2019 18:42:22;+01:00;u0vugskd;u0vugsk3;100;0;0;0;0
823;30-Jan-2019 18:57:02;+01:00;30-Jan-2019 19:20:22;+01:00;u0vugsk3;u0vugsm5;0;0;8;16;74
823;30-Jan-2019 19:27:22;+01:00;30-Jan-2019 19:43:22;+01:00;u0vugsm5;u0vugsks;1;0;23;0;75
823;30-Jan-2019 19:57:02;+01:00;30-Jan-2019 20:08:22;+01:00;u0vugsks;u0vugskd;0;0;85;0;14
823;30-Jan-2019 21:07:22;+01:00;30-Jan-2019 21:17:02;+01:00;u0vugskd;u0vugesy;100;0;0;0;0
823;31-Jan-2019 07:01:47;+01:00;31-Jan-2019 11:41:47;+01:00;u0vugesy;u0vugesx;0;0;15;8;75
823;31-Jan-2019 12:23:27;+01:00;31-Jan-2019 16:27:27;+01:00;u0vugesx;u0vugesy;0;0;0;0;100
823;31-Jan-2019 16:56:47;+01:00;31-Jan-2019 17:00:58;+01:00;u0vugesy;u0vugesy;0;0;0;0;100
823;31-Jan-2019 17:44:07;+01:00;31-Jan-2019 18:03:01;+01:00;u0vugesy;u0vugesz;NULL;NULL;NULL;NULL;NULL
823;01-Feb-2019 03:43:11;+01:00;01-Feb-2019 06:42:24;+01:00;u0vugesz;u0u6k7ke;0;0;0;0;100
823;01-Feb-2019 10:34:22;+01:00;01-Feb-2019 11:34:02;+01:00;u0u6k7ke;u0u6k7s3;0;0;30;4;65
823;01-Feb-2019 12:48:56;+01:00;01-Feb-2019 13:04:02;+01:00;u0u6k7s3;u0u6k7ke;NULL;NULL;NULL;NULL;NULL
823;01-Feb-2019 17:04:45;+01:00;01-Feb-2019 19:26:25;+01:00;u0u6k7ke;u0u6k7sd;0;0;16;6;76
823;01-Feb-2019 19:31:31;+01:00;01-Feb-2019 20:18:20;+01:00;u0u6k7sd;u0u6x350;0;0;0;0;100
823;01-Feb-2019 20:53:58;+01:00;01-Feb-2019 20:55:18;+01:00;u0u6x350;u0u6x350;100;0;0;0;0
823;01-Feb-2019 21:48:38;+01:00;01-Feb-2019 22:12:18;+01:00;u0u6x350;u0u6x350;0;0;2;3;93
823;01-Feb-2019 22:17:58;+01:00;01-Feb-2019 22:54:44;+01:00;u0u6x350;u0u6x350;0;0;20;17;62
823;01-Feb-2019 23:05:38;+01:00;01-Feb-2019 23:15:18;+01:00;u0u6x350;u0u6x350;0;0;67;15;17
823;01-Feb-2019 23:35:58;+01:00;01-Feb-2019 23:44:38;+01:00;u0u6x350;u0u6x350;0;0;0;0;100
823;01-Feb-2019 23:51:58;+01:00;01-Feb-2019 23:57:27;+01:00;u0u6x350;u0u6x350;0;0;0;0;100
823;02-Feb-2019 00:07:38;+01:00;02-Feb-2019 00:57:55;+01:00;u0u6x350;u0u6x350;0;0;0;0;100
823;02-Feb-2019 01:37:35;+01:00;02-Feb-2019 01:43:35;+01:00;u0u6x350;u0u6x350;3;0;3;0;93
823;02-Feb-2019 02:11:15;+01:00;02-Feb-2019 02:18:15;+01:00;u0u6x350;u0u6x350;0;0;0;0;100
823;02-Feb-2019 02:34:35;+01:00;02-Feb-2019 03:41:35;+01:00;u0u6x350;u0u6x350;0;0;25;4;69
823;02-Feb-2019 05:30:02;+01:00;02-Feb-2019 05:42:02;+01:00;u0u6x350;u0u6x350;1;0;3;0;95
823;02-Feb-2019 07:23:57;+01:00;02-Feb-2019 07:30:02;+01:00;u0u6x350;u0u6x350;0;0;0;0;100
823;02-Feb-2019 09:23:19;+01:00;02-Feb-2019 12:51:55;+01:00;u0u6qqvy;u0u6qnsw;0;0;14;4;80
823;02-Feb-2019 13:09:39;+01:00;02-Feb-2019 13:18:15;+01:00;u0u6qnsw;u0u6mww3;0;0;2;0;97
823;02-Feb-2019 13:26:15;+01:00;02-Feb-2019 15:47:15;+01:00;u0u6mww3;u0u6x350;0;0;17;4;78
823;02-Feb-2019 18:32:18;+01:00;02-Feb-2019 18:56:05;+01:00;u0u6x350;u0u67ef8;0;0;13;11;74
823;02-Feb-2019 22:07:46;+01:00;03-Feb-2019 00:28:25;+01:00;u0u67ef8;u0u6x350;0;0;19;5;74
823;03-Feb-2019 00:42:26;+01:00;03-Feb-2019 01:07:40;+01:00;u0u6x350;u0u6x350;NULL;NULL;NULL;NULL;NULL
823;03-Feb-2019 01:21:20;+01:00;03-Feb-2019 02:34:41;+01:00;u0u6x350;u0u6x350;0;0;7;10;81
823;03-Feb-2019 02:43:44;+01:00;03-Feb-2019 03:52:39;+01:00;u0u6x350;u0u6x350;0;0;25;4;69
823;03-Feb-2019 03:58:43;+01:00;03-Feb-2019 04:52:39;+01:00;u0u6x350;u0u6x350;0;0;0;0;100
823;03-Feb-2019 04:58:43;+01:00;03-Feb-2019 07:15:38;+01:00;u0u6x350;u0u6x350;0;0;17;5;77
823;03-Feb-2019 09:15:23;+01:00;03-Feb-2019 10:02:03;+01:00;u0u6x34b;u0u6mww3;1;0;2;0;95
823;03-Feb-2019 10:36:13;+01:00;03-Feb-2019 10:44:23;+01:00;u0u6mww3;u0u6qpgd;0;0;0;0;100
823;03-Feb-2019 16:22:55;+01:00;03-Feb-2019 16:30:55;+01:00;u0u6qpgd;u0u6mww3;0;0;0;0;100
823;03-Feb-2019 16:59:55;+01:00;03-Feb-2019 17:12:55;+01:00;u0u6mww3;u0u6x34b;0;0;0;0;100
823;03-Feb-2019 20:50:47;+01:00;03-Feb-2019 21:31:47;+01:00;u0u6x34b;u0u6x350;0;0;0;5;94
823;03-Feb-2019 22:20:07;+01:00;03-Feb-2019 22:26:47;+01:00;u0u6x350;u0u6x350;0;0;100;0;0
823;03-Feb-2019 22:34:07;+01:00;03-Feb-2019 23:21:07;+01:00;u0u6x350;u0u6x350;0;0;1;0;98
823;03-Feb-2019 23:27:27;+01:00;04-Feb-2019 00:14:46;+01:00;u0u6x350;u0u6x350;0;0;0;0;100
823;04-Feb-2019 00:20:46;+01:00;04-Feb-2019 00:41:46;+01:00;u0u6x350;u0u6x350;0;0;0;0;100
823;04-Feb-2019 00:57:06;+01:00;04-Feb-2019 01:25:06;+01:00;u0u6x350;u0u6x350;0;0;2;0;97
823;04-Feb-2019 01:38:26;+01:00;04-Feb-2019 01:52:46;+01:00;u0u6x350;u0u6x350;2;0;2;38;56
823;04-Feb-2019 02:20:26;+01:00;04-Feb-2019 02:27:06;+01:00;u0u6x350;u0u6x350;0;0;100;0;0
823;04-Feb-2019 02:56:26;+01:00;04-Feb-2019 03:14:46;+01:00;u0u6x350;u0u6x350;0;0;0;0;100
823;04-Feb-2019 04:42:27;+01:00;04-Feb-2019 04:50:07;+01:00;u0u6x350;u0u6x350;4;0;17;0;78
823;04-Feb-2019 05:27:47;+01:00;04-Feb-2019 06:45:27;+01:00;u0u6x350;u0u6k7ke;0;0;31;9;58
823;04-Feb-2019 10:57:41;+01:00;04-Feb-2019 11:23:41;+01:00;u0u6k7ke;u0u6k7s1;0;0;0;0;100
823;04-Feb-2019 12:26:28;+01:00;04-Feb-2019 12:34:48;+01:00;u0u6k7s1;u0u6k7ke;2;0;2;0;95
823;04-Feb-2019 14:54:08;+01:00;04-Feb-2019 15:08:28;+01:00;u0u6k7ke;u0u6k7ke;0;0;0;0;100
823;04-Feb-2019 15:26:28;+01:00;04-Feb-2019 16:16:12;+01:00;u0u6k7ke;u0u6k7m4;0;0;0;0;100
823;04-Feb-2019 16:21:12;+01:00;04-Feb-2019 16:38:12;+01:00;u0u6k7m4;u0u6k7m4;0;0;2;0;97
823;04-Feb-2019 16:48:12;+01:00;04-Feb-2019 18:51:10;+01:00;u0u6k7m4;u0u6qpgd;0;0;20;4;75
823;04-Feb-2019 20:26:48;+01:00;04-Feb-2019 21:38:00;+01:00;u0u6qpgd;u0u6qqvy;0;0;24;3;72
823;05-Feb-2019 06:16:45;+01:00;05-Feb-2019 06:42:05;+01:00;u0u6qqvy;u0u6k7ke;0;0;0;0;100
823;05-Feb-2019 07:10:45;+01:00;05-Feb-2019 08:03:45;+01:00;u0u6k7ke;u0u6k7s3;0;0;45;5;49
823;05-Feb-2019 08:13:05;+01:00;05-Feb-2019 08:16:45;+01:00;u0u6k7s3;u0u6k7ef;0;0;0;0;100
823;05-Feb-2019 08:25:45;+01:00;05-Feb-2019 08:26:05;+01:00;u0u6k7ef;u0u6k7s3;NULL;NULL;NULL;NULL;NULL
823;05-Feb-2019 08:36:45;+01:00;05-Feb-2019 08:39:25;+01:00;u0u6k7s3;u0u6k7ke;0;0;0;0;100
823;05-Feb-2019 11:50:52;+01:00;05-Feb-2019 12:00:32;+01:00;u0u6k7ke;u0u6k7s3;0;0;71;18;9
823;05-Feb-2019 12:18:52;+01:00;05-Feb-2019 13:20:12;+01:00;u0u6k7s3;u0u6k7ke;0;0;0;0;100
823;05-Feb-2019 13:47:28;+01:00;05-Feb-2019 13:58:28;+01:00;u0u6k7ke;u0u6k7km;0;0;0;0;100
823;05-Feb-2019 15:08:53;+01:00;05-Feb-2019 15:11:48;+01:00;u0u6k7km;u0u6k7ke;0;0;0;16;83
823;05-Feb-2019 16:10:48;+01:00;05-Feb-2019 19:08:33;+01:00;u0u6k7ke;u0u6qpgd;0;0;0;0;100
823;05-Feb-2019 21:19:54;+01:00;05-Feb-2019 21:27:14;+01:00;u0u6qpgd;u0u6qqvy;55;0;0;0;44
823;06-Feb-2019 06:39:22;+01:00;06-Feb-2019 07:00:02;+01:00;u0u6qqvy;u0u6k7ks;0;0;0;11;87
823;06-Feb-2019 07:54:02;+01:00;06-Feb-2019 09:13:42;+01:00;u0u6k7ks;u0u6k7eb;0;0;4;0;95
823;06-Feb-2019 09:37:21;+01:00;06-Feb-2019 10:14:41;+01:00;u0u6k7eb;u0u6k7eb;10;0;0;0;88
823;06-Feb-2019 10:21:21;+01:00;06-Feb-2019 10:58:41;+01:00;u0u6k7eb;u0u6k7eb;0;0;2;0;97
823;06-Feb-2019 11:03:58;+01:00;06-Feb-2019 12:21:21;+01:00;u0u6k7eb;u0u6k7s3;0;0;25;12;61
823;06-Feb-2019 12:40:21;+01:00;06-Feb-2019 13:49:32;+01:00;u0u6k7s3;u0u6k7ke;0;0;0;0;100
823;06-Feb-2019 13:56:52;+01:00;06-Feb-2019 15:56:32;+01:00;u0u6k7ke;u0u6k7m4;0;0;20;7;72
823;06-Feb-2019 16:03:52;+01:00;06-Feb-2019 16:29:06;+01:00;u0u6k7m4;u0u6k7ke;0;0;0;0;100
