userid;start_utc;stop_utc;start_local;stop_local;geohash;closest_category_name
819;04-Feb-2019 17:03:16;04-Feb-2019 17:21:16;04-Feb-2019 18:03:16;04-Feb-2019 18:21:16;u2j71n50;General College & University
819;04-Feb-2019 17:42:16;04-Feb-2019 17:48:16;04-Feb-2019 18:42:16;04-Feb-2019 18:48:16;u2j71n50;General College & University
819;04-Feb-2019 17:49:56;04-Feb-2019 17:59:56;04-Feb-2019 18:49:56;04-Feb-2019 18:59:56;u2j71n50;General College & University
819;04-Feb-2019 18:11:36;04-Feb-2019 19:10:10;04-Feb-2019 19:11:36;04-Feb-2019 20:10:10;u2j71n50;General College & University
819;04-Feb-2019 19:15:30;04-Feb-2019 19:31:22;04-Feb-2019 20:15:30;04-Feb-2019 20:31:22;u2j71n50;General College & University
819;04-Feb-2019 19:45:10;04-Feb-2019 19:59:10;04-Feb-2019 20:45:10;04-Feb-2019 20:59:10;u2j71n50;General College & University
819;05-Feb-2019 05:46:02;05-Feb-2019 05:55:22;05-Feb-2019 06:46:02;05-Feb-2019 06:55:22;u2j70yt0;Hardware Store
819;05-Feb-2019 07:50:36;05-Feb-2019 08:06:56;05-Feb-2019 08:50:36;05-Feb-2019 09:06:56;u2j71jep;Sandwich Place
819;05-Feb-2019 08:21:56;05-Feb-2019 08:33:36;05-Feb-2019 09:21:56;05-Feb-2019 09:33:36;u2j71jg0;Sandwich Place
819;05-Feb-2019 09:37:07;05-Feb-2019 09:50:07;05-Feb-2019 10:37:07;05-Feb-2019 10:50:07;u2j71jep;Sandwich Place
819;05-Feb-2019 12:12:29;05-Feb-2019 12:39:49;05-Feb-2019 13:12:29;05-Feb-2019 13:39:49;u2j71jep;Sandwich Place
819;05-Feb-2019 15:46:07;05-Feb-2019 17:27:15;05-Feb-2019 16:46:07;05-Feb-2019 18:27:15;u2j71v3d;Pizza Place
819;05-Feb-2019 17:49:15;05-Feb-2019 19:12:28;05-Feb-2019 18:49:15;05-Feb-2019 20:12:28;u2j71v3d;Pizza Place
819;06-Feb-2019 01:04:37;06-Feb-2019 04:24:38;06-Feb-2019 02:04:37;06-Feb-2019 05:24:38;u2j70yt0;Hardware Store
819;06-Feb-2019 08:15:56;06-Feb-2019 08:41:20;06-Feb-2019 09:15:56;06-Feb-2019 09:41:20;u2j71jep;Sandwich Place
819;06-Feb-2019 09:36:51;06-Feb-2019 10:11:51;06-Feb-2019 10:36:51;06-Feb-2019 11:11:51;u2j71jep;College Academic Building
819;06-Feb-2019 10:51:41;06-Feb-2019 11:34:41;06-Feb-2019 11:51:41;06-Feb-2019 12:34:41;u2j71jee;Bar
819;06-Feb-2019 12:15:46;06-Feb-2019 12:36:41;06-Feb-2019 13:15:46;06-Feb-2019 13:36:41;u2j70yt0;Hardware Store
819;06-Feb-2019 15:30:57;06-Feb-2019 15:56:57;06-Feb-2019 16:30:57;06-Feb-2019 16:56:57;u2j71n50;General College & University
819;06-Feb-2019 16:16:37;06-Feb-2019 16:52:17;06-Feb-2019 17:16:37;06-Feb-2019 17:52:17;u2j71n50;General College & University
819;06-Feb-2019 18:04:23;06-Feb-2019 18:47:03;06-Feb-2019 19:04:23;06-Feb-2019 19:47:03;u2j71n50;General College & University
819;06-Feb-2019 18:48:59;06-Feb-2019 19:04:27;06-Feb-2019 19:48:59;06-Feb-2019 20:04:27;u2j71n50;General College & University
819;06-Feb-2019 19:29:03;06-Feb-2019 20:01:23;06-Feb-2019 20:29:03;06-Feb-2019 21:01:23;u2j71n4b;General College & University
819;06-Feb-2019 20:50:31;06-Feb-2019 21:25:49;06-Feb-2019 21:50:31;06-Feb-2019 22:25:49;u2j70yt0;Hardware Store
819;07-Feb-2019 08:00:33;07-Feb-2019 10:34:53;07-Feb-2019 09:00:33;07-Feb-2019 11:34:53;u2j70psz;Event Space
819;07-Feb-2019 12:39:09;07-Feb-2019 13:07:46;07-Feb-2019 13:39:09;07-Feb-2019 14:07:46;u2j70yt0;Hardware Store
819;07-Feb-2019 13:36:26;07-Feb-2019 13:53:26;07-Feb-2019 14:36:26;07-Feb-2019 14:53:26;u2j70yt0;Hardware Store
819;07-Feb-2019 14:24:35;07-Feb-2019 14:40:33;07-Feb-2019 15:24:35;07-Feb-2019 15:40:33;u2j70yt0;Hardware Store
819;07-Feb-2019 14:54:34;07-Feb-2019 14:59:55;07-Feb-2019 15:54:34;07-Feb-2019 15:59:55;u2j70yt0;Hardware Store
819;07-Feb-2019 15:04:55;07-Feb-2019 15:15:55;07-Feb-2019 16:04:55;07-Feb-2019 16:15:55;u2j70yt0;Hardware Store
819;07-Feb-2019 15:39:15;07-Feb-2019 19:07:53;07-Feb-2019 16:39:15;07-Feb-2019 20:07:53;u2j71v3d;Pizza Place
819;08-Feb-2019 07:48:45;08-Feb-2019 08:04:05;08-Feb-2019 08:48:45;08-Feb-2019 09:04:05;u2j71jep;Sandwich Place
819;08-Feb-2019 10:09:42;08-Feb-2019 10:14:51;08-Feb-2019 11:09:42;08-Feb-2019 11:14:51;u2j71jep;College Academic Building
819;08-Feb-2019 16:54:34;08-Feb-2019 17:04:54;08-Feb-2019 17:54:34;08-Feb-2019 18:04:54;u2jk8egn;none
819;08-Feb-2019 19:19:12;08-Feb-2019 20:06:52;08-Feb-2019 20:19:12;08-Feb-2019 21:06:52;u2jk8egn;none
819;08-Feb-2019 20:23:12;08-Feb-2019 20:47:52;08-Feb-2019 21:23:12;08-Feb-2019 21:47:52;u2jk8egn;none
819;09-Feb-2019 00:01:50;09-Feb-2019 00:28:10;09-Feb-2019 01:01:50;09-Feb-2019 01:28:10;u2jk8efy;none
819;09-Feb-2019 01:01:30;09-Feb-2019 01:09:17;09-Feb-2019 02:01:30;09-Feb-2019 02:09:17;u2jk8efy;none
819;09-Feb-2019 04:40:35;09-Feb-2019 05:09:15;09-Feb-2019 05:40:35;09-Feb-2019 06:09:15;u2jk8efy;none
819;09-Feb-2019 05:20:15;09-Feb-2019 05:37:35;09-Feb-2019 06:20:15;09-Feb-2019 06:37:35;u2jk8efy;none
819;09-Feb-2019 05:38:35;09-Feb-2019 05:46:33;09-Feb-2019 06:38:35;09-Feb-2019 06:46:33;u2jk8efy;none
819;09-Feb-2019 10:41:22;09-Feb-2019 12:50:24;09-Feb-2019 11:41:22;09-Feb-2019 13:50:24;u2jk8egn;none
819;09-Feb-2019 13:10:44;09-Feb-2019 14:44:24;09-Feb-2019 14:10:44;09-Feb-2019 15:44:24;u2jk8egn;none
819;10-Feb-2019 07:06:22;10-Feb-2019 07:12:15;10-Feb-2019 08:06:22;10-Feb-2019 08:12:15;u2j71mf1;College Science Building
819;10-Feb-2019 09:05:35;10-Feb-2019 09:53:55;10-Feb-2019 10:05:35;10-Feb-2019 10:53:55;u2j70j48;Pharmacy
820;start_utc;stop_utc;start_local;stop_local;geohash;closest_category_name
820;25-Jan-2019 23:43:04;27-Jan-2019 23:21:56;25-Jan-2019 23:43:04;27-Jan-2019 23:21:56;gc4nc3kn;none
820;27-Jan-2019 23:45:36;28-Jan-2019 00:52:30;27-Jan-2019 23:45:36;28-Jan-2019 00:52:30;gc4nc3kp;none
823;start_utc;stop_utc;start_local;stop_local;geohash;closest_category_name
823;24-Jan-2019 14:38:45;24-Jan-2019 16:27:25;24-Jan-2019 15:38:45;24-Jan-2019 17:27:25;u0u6k7ke;Miscellaneous Shop
823;24-Jan-2019 16:57:25;24-Jan-2019 20:04:02;24-Jan-2019 17:57:25;24-Jan-2019 21:04:02;u0u6x350;Dog Run
823;24-Jan-2019 20:07:39;25-Jan-2019 06:39:29;24-Jan-2019 21:07:39;25-Jan-2019 07:39:29;u0u6qqvy;Veterinarian
823;25-Jan-2019 07:28:29;25-Jan-2019 08:49:09;25-Jan-2019 08:28:29;25-Jan-2019 09:49:09;u0u6k7ks;Miscellaneous Shop
823;25-Jan-2019 10:13:08;25-Jan-2019 11:10:08;25-Jan-2019 11:13:08;25-Jan-2019 12:10:08;u0u6k7ke;Miscellaneous Shop
823;25-Jan-2019 11:21:08;25-Jan-2019 11:52:28;25-Jan-2019 12:21:08;25-Jan-2019 12:52:28;u0u6k7s3;Fast Food Restaurant
823;25-Jan-2019 12:03:28;25-Jan-2019 13:12:28;25-Jan-2019 13:03:28;25-Jan-2019 14:12:28;u0u6k7ke;Miscellaneous Shop
823;25-Jan-2019 13:15:28;25-Jan-2019 16:17:15;25-Jan-2019 14:15:28;25-Jan-2019 17:17:15;u0u6k7ke;Miscellaneous Shop
823;25-Jan-2019 16:17:55;25-Jan-2019 16:32:35;25-Jan-2019 17:17:55;25-Jan-2019 17:32:35;u0u6k7km;Dessert Shop
823;25-Jan-2019 16:56:02;25-Jan-2019 17:42:38;25-Jan-2019 17:56:02;25-Jan-2019 18:42:38;u0u6qqvy;Veterinarian
823;25-Jan-2019 17:55:38;25-Jan-2019 18:25:38;25-Jan-2019 18:55:38;25-Jan-2019 19:25:38;u0u6x350;Dog Run
823;25-Jan-2019 18:39:58;25-Jan-2019 22:57:27;25-Jan-2019 19:39:58;25-Jan-2019 23:57:27;u0u6qcd1;none
823;25-Jan-2019 23:07:03;26-Jan-2019 03:52:21;26-Jan-2019 00:07:03;26-Jan-2019 04:52:21;u0u6x2gp;Dog Run
823;26-Jan-2019 04:01:41;26-Jan-2019 08:39:40;26-Jan-2019 05:01:41;26-Jan-2019 09:39:40;u0u6x2gp;Dog Run
823;26-Jan-2019 10:48:07;26-Jan-2019 11:00:27;26-Jan-2019 11:48:07;26-Jan-2019 12:00:27;u0u6y27r;Furniture / Home Store
823;26-Jan-2019 11:01:17;26-Jan-2019 11:18:07;26-Jan-2019 12:01:17;26-Jan-2019 12:18:07;u0u6y27w;Hardware Store
823;26-Jan-2019 12:19:20;26-Jan-2019 12:32:31;26-Jan-2019 13:19:20;26-Jan-2019 13:32:31;u0u6qqvy;Veterinarian
823;26-Jan-2019 15:07:52;26-Jan-2019 17:37:34;26-Jan-2019 16:07:52;26-Jan-2019 18:37:34;u0u6x350;Dog Run
823;26-Jan-2019 17:43:54;26-Jan-2019 18:05:14;26-Jan-2019 18:43:54;26-Jan-2019 19:05:14;u0u6x2gp;Dog Run
823;26-Jan-2019 18:06:54;26-Jan-2019 18:23:54;26-Jan-2019 19:06:54;26-Jan-2019 19:23:54;u0u6x350;Dog Run
823;26-Jan-2019 18:27:54;26-Jan-2019 22:28:15;26-Jan-2019 19:27:54;26-Jan-2019 23:28:15;u0u6x35k;Restaurant
823;26-Jan-2019 22:31:35;26-Jan-2019 23:23:35;26-Jan-2019 23:31:35;27-Jan-2019 00:23:35;u0u6x2gp;Dog Run
823;27-Jan-2019 00:14:15;27-Jan-2019 00:33:35;27-Jan-2019 01:14:15;27-Jan-2019 01:33:35;u0u6x2gp;Dog Run
823;27-Jan-2019 00:39:35;27-Jan-2019 00:48:35;27-Jan-2019 01:39:35;27-Jan-2019 01:48:35;u0u6x2gp;Dog Run
823;27-Jan-2019 00:54:35;27-Jan-2019 01:12:55;27-Jan-2019 01:54:35;27-Jan-2019 02:12:55;u0u6x2gp;Dog Run
823;27-Jan-2019 01:34:59;27-Jan-2019 03:04:59;27-Jan-2019 02:34:59;27-Jan-2019 04:04:59;u0u6x2gp;Dog Run
823;27-Jan-2019 03:10:59;27-Jan-2019 03:19:59;27-Jan-2019 04:10:59;27-Jan-2019 04:19:59;u0u6x2gp;Dog Run
823;27-Jan-2019 03:25:19;27-Jan-2019 04:15:39;27-Jan-2019 04:25:19;27-Jan-2019 05:15:39;u0u6x2gp;Dog Run
823;27-Jan-2019 04:28:39;27-Jan-2019 04:34:19;27-Jan-2019 05:28:39;27-Jan-2019 05:34:19;u0u6x2gp;Dog Run
823;27-Jan-2019 04:47:19;27-Jan-2019 06:47:23;27-Jan-2019 05:47:19;27-Jan-2019 07:47:23;u0u6x2gp;Dog Run
823;27-Jan-2019 06:59:23;27-Jan-2019 07:28:23;27-Jan-2019 07:59:23;27-Jan-2019 08:28:23;u0u6x2gp;Dog Run
823;27-Jan-2019 07:33:43;27-Jan-2019 08:03:23;27-Jan-2019 08:33:43;27-Jan-2019 09:03:23;u0u6x2gp;Dog Run
823;27-Jan-2019 08:09:43;27-Jan-2019 08:18:03;27-Jan-2019 09:09:43;27-Jan-2019 09:18:03;u0u6x2gp;Dog Run
823;27-Jan-2019 08:30:16;27-Jan-2019 08:35:23;27-Jan-2019 09:30:16;27-Jan-2019 09:35:23;u0u6x2gp;Dog Run
823;27-Jan-2019 08:35:43;27-Jan-2019 09:50:26;27-Jan-2019 09:35:43;27-Jan-2019 10:50:26;u0u6x350;Dog Run
823;27-Jan-2019 10:02:36;27-Jan-2019 14:45:44;27-Jan-2019 11:02:36;27-Jan-2019 15:45:44;u0u6qqvy;Veterinarian
823;27-Jan-2019 14:51:53;27-Jan-2019 19:36:38;27-Jan-2019 15:51:53;27-Jan-2019 20:36:38;u0u6x350;Dog Run
823;27-Jan-2019 19:38:10;27-Jan-2019 21:07:38;27-Jan-2019 20:38:10;27-Jan-2019 22:07:38;u0u6x350;Dog Run
823;27-Jan-2019 21:16:58;28-Jan-2019 06:35:41;27-Jan-2019 22:16:58;28-Jan-2019 07:35:41;u0u6x2gp;Dog Run
823;28-Jan-2019 07:06:00;28-Jan-2019 09:40:57;28-Jan-2019 08:06:00;28-Jan-2019 10:40:57;u0u6k7ke;Miscellaneous Shop
823;28-Jan-2019 10:11:37;28-Jan-2019 11:53:42;28-Jan-2019 11:11:37;28-Jan-2019 12:53:42;u0u6k7ke;Newsstand
823;28-Jan-2019 13:28:42;28-Jan-2019 15:56:31;28-Jan-2019 14:28:42;28-Jan-2019 16:56:31;u0u6k7ks;Miscellaneous Shop
823;28-Jan-2019 15:57:51;28-Jan-2019 16:39:51;28-Jan-2019 16:57:51;28-Jan-2019 17:39:51;u0u6k7ks;Miscellaneous Shop
823;28-Jan-2019 17:14:51;28-Jan-2019 18:46:54;28-Jan-2019 18:14:51;28-Jan-2019 19:46:54;u0u6x350;Dog Run
823;28-Jan-2019 18:50:51;29-Jan-2019 06:23:41;28-Jan-2019 19:50:51;29-Jan-2019 07:23:41;u0u6qqvy;Veterinarian
823;29-Jan-2019 07:23:21;29-Jan-2019 09:11:52;29-Jan-2019 08:23:21;29-Jan-2019 10:11:52;u0u6k7ks;Salon / Barbershop
823;29-Jan-2019 10:36:12;29-Jan-2019 11:12:32;29-Jan-2019 11:36:12;29-Jan-2019 12:12:32;u0u6k7ks;Salon / Barbershop
823;29-Jan-2019 11:34:12;29-Jan-2019 12:24:06;29-Jan-2019 12:34:12;29-Jan-2019 13:24:06;u0u6k7kg;Smoke Shop
823;29-Jan-2019 13:00:26;29-Jan-2019 13:38:21;29-Jan-2019 14:00:26;29-Jan-2019 14:38:21;u0u6k7ks;Salon / Barbershop
823;29-Jan-2019 16:43:41;29-Jan-2019 17:07:01;29-Jan-2019 17:43:41;29-Jan-2019 18:07:01;u0vugesz;Bar
823;29-Jan-2019 17:46:09;29-Jan-2019 17:58:01;29-Jan-2019 18:46:09;29-Jan-2019 18:58:01;u0vugesv;Convention Center
823;29-Jan-2019 19:06:21;29-Jan-2019 20:29:05;29-Jan-2019 20:06:21;29-Jan-2019 21:29:05;u0vugs59;Pizza Place
823;29-Jan-2019 20:52:45;29-Jan-2019 21:27:45;29-Jan-2019 21:52:45;29-Jan-2019 22:27:45;u0vugesy;Bar
823;29-Jan-2019 21:36:25;29-Jan-2019 23:11:25;29-Jan-2019 22:36:25;30-Jan-2019 00:11:25;u0vugesy;Bar
823;29-Jan-2019 23:15:45;29-Jan-2019 23:46:11;30-Jan-2019 00:15:45;30-Jan-2019 00:46:11;u0vugesy;Hotel
823;29-Jan-2019 23:51:11;30-Jan-2019 00:34:43;30-Jan-2019 00:51:11;30-Jan-2019 01:34:43;u0vugesy;Bar
823;30-Jan-2019 01:36:31;30-Jan-2019 02:11:11;30-Jan-2019 02:36:31;30-Jan-2019 03:11:11;u0vugesy;Bar
823;30-Jan-2019 02:54:31;30-Jan-2019 03:23:39;30-Jan-2019 03:54:31;30-Jan-2019 04:23:39;u0vugesy;Bar
823;30-Jan-2019 04:06:48;30-Jan-2019 05:52:28;30-Jan-2019 05:06:48;30-Jan-2019 06:52:28;u0vugesy;Bar
823;30-Jan-2019 05:55:48;30-Jan-2019 07:03:57;30-Jan-2019 06:55:48;30-Jan-2019 08:03:57;u0vugesy;Bar
823;30-Jan-2019 07:07:40;30-Jan-2019 07:34:28;30-Jan-2019 08:07:40;30-Jan-2019 08:34:28;u0vugesy;Bar
823;30-Jan-2019 07:39:13;30-Jan-2019 07:56:13;30-Jan-2019 08:39:13;30-Jan-2019 08:56:13;u0vugesx;Breakfast Spot
823;30-Jan-2019 09:05:13;30-Jan-2019 09:16:33;30-Jan-2019 10:05:13;30-Jan-2019 10:16:33;u0vugesv;Convention Center
823;30-Jan-2019 15:52:39;30-Jan-2019 16:01:28;30-Jan-2019 16:52:39;30-Jan-2019 17:01:28;u0vugesv;Convention Center
823;30-Jan-2019 16:46:28;30-Jan-2019 17:21:48;30-Jan-2019 17:46:28;30-Jan-2019 18:21:48;u0vugesy;Bar
823;30-Jan-2019 17:36:28;30-Jan-2019 18:40:42;30-Jan-2019 18:36:28;30-Jan-2019 19:40:42;u0vugskd;Train Station
823;30-Jan-2019 18:42:22;30-Jan-2019 18:57:02;30-Jan-2019 19:42:22;30-Jan-2019 19:57:02;u0vugsk3;Train Station
823;30-Jan-2019 19:20:22;30-Jan-2019 19:27:22;30-Jan-2019 20:20:22;30-Jan-2019 20:27:22;u0vugsm5;Office
823;30-Jan-2019 19:43:22;30-Jan-2019 19:57:02;30-Jan-2019 20:43:22;30-Jan-2019 20:57:02;u0vugsks;Café
823;30-Jan-2019 20:08:22;30-Jan-2019 21:07:22;30-Jan-2019 21:08:22;30-Jan-2019 22:07:22;u0vugskd;Train Station
823;30-Jan-2019 21:17:02;31-Jan-2019 07:01:47;30-Jan-2019 22:17:02;31-Jan-2019 08:01:47;u0vugesy;Bar
823;31-Jan-2019 11:41:47;31-Jan-2019 12:23:27;31-Jan-2019 12:41:47;31-Jan-2019 13:23:27;u0vugesx;Breakfast Spot
823;31-Jan-2019 16:27:27;31-Jan-2019 16:56:47;31-Jan-2019 17:27:27;31-Jan-2019 17:56:47;u0vugesy;Bar
823;31-Jan-2019 17:00:58;31-Jan-2019 17:44:07;31-Jan-2019 18:00:58;31-Jan-2019 18:44:07;u0vugesy;Bar
823;31-Jan-2019 18:03:01;01-Feb-2019 03:43:11;31-Jan-2019 19:03:01;01-Feb-2019 04:43:11;u0vugesz;Bar
823;01-Feb-2019 06:42:24;01-Feb-2019 10:34:22;01-Feb-2019 07:42:24;01-Feb-2019 11:34:22;u0u6k7ke;Smoke Shop
823;01-Feb-2019 11:34:02;01-Feb-2019 12:48:56;01-Feb-2019 12:34:02;01-Feb-2019 13:48:56;u0u6k7s3;Fast Food Restaurant
823;01-Feb-2019 13:04:02;01-Feb-2019 17:04:45;01-Feb-2019 14:04:02;01-Feb-2019 18:04:45;u0u6k7ke;Smoke Shop
823;01-Feb-2019 19:26:25;01-Feb-2019 19:31:31;01-Feb-2019 20:26:25;01-Feb-2019 20:31:31;u0u6k7sd;Italian Restaurant
823;01-Feb-2019 20:18:20;01-Feb-2019 20:53:58;01-Feb-2019 21:18:20;01-Feb-2019 21:53:58;u0u6x350;Dog Run
823;01-Feb-2019 20:55:18;01-Feb-2019 21:48:38;01-Feb-2019 21:55:18;01-Feb-2019 22:48:38;u0u6x350;Dog Run
823;01-Feb-2019 22:12:18;01-Feb-2019 22:17:58;01-Feb-2019 23:12:18;01-Feb-2019 23:17:58;u0u6x350;Dog Run
823;01-Feb-2019 22:54:44;01-Feb-2019 23:05:38;01-Feb-2019 23:54:44;02-Feb-2019 00:05:38;u0u6x350;Dog Run
823;01-Feb-2019 23:15:18;01-Feb-2019 23:35:58;02-Feb-2019 00:15:18;02-Feb-2019 00:35:58;u0u6x350;Dog Run
823;01-Feb-2019 23:44:38;01-Feb-2019 23:51:58;02-Feb-2019 00:44:38;02-Feb-2019 00:51:58;u0u6x350;Dog Run
823;01-Feb-2019 23:57:27;02-Feb-2019 00:07:38;02-Feb-2019 00:57:27;02-Feb-2019 01:07:38;u0u6x350;Dog Run
823;02-Feb-2019 00:57:55;02-Feb-2019 01:37:35;02-Feb-2019 01:57:55;02-Feb-2019 02:37:35;u0u6x350;Dog Run
823;02-Feb-2019 01:43:35;02-Feb-2019 02:11:15;02-Feb-2019 02:43:35;02-Feb-2019 03:11:15;u0u6x350;Dog Run
823;02-Feb-2019 02:18:15;02-Feb-2019 02:34:35;02-Feb-2019 03:18:15;02-Feb-2019 03:34:35;u0u6x350;Dog Run
823;02-Feb-2019 03:41:35;02-Feb-2019 04:14:15;02-Feb-2019 04:41:35;02-Feb-2019 05:14:15;u0u6x350;Dog Run
823;02-Feb-2019 04:32:35;02-Feb-2019 05:30:02;02-Feb-2019 05:32:35;02-Feb-2019 06:30:02;u0u6x350;Dog Run
823;02-Feb-2019 05:42:02;02-Feb-2019 07:23:57;02-Feb-2019 06:42:02;02-Feb-2019 08:23:57;u0u6x350;Dog Run
823;02-Feb-2019 07:30:02;02-Feb-2019 08:42:36;02-Feb-2019 08:30:02;02-Feb-2019 09:42:36;u0u6x350;Dog Run
823;02-Feb-2019 08:47:39;02-Feb-2019 09:23:19;02-Feb-2019 09:47:39;02-Feb-2019 10:23:19;u0u6qqvy;Veterinarian
823;02-Feb-2019 12:51:55;02-Feb-2019 13:09:39;02-Feb-2019 13:51:55;02-Feb-2019 14:09:39;u0u6qnsw;Shopping Mall
