userid,start_utc_timestamp,start_utc_offset,stop_utc_timestamp,stop_utc_offset,geohash_from,lat_from,lon_from,poi_from,geohash_to,poi_to,lat_to,lon_to,foot,bike,car,bus,train
819,"06-Feb-2019 04:24:38",+01:00,"06-Feb-2019 08:15:56",+01:00,u2j70yt0,45.563140,18.672810,"Hardware Store",u2j71jep,"College Academic Building",45.558840,18.681050,0,0,0,0,100
819,"06-Feb-2019 08:41:20",+01:00,"06-Feb-2019 09:36:51",+01:00,u2j71jep,45.558840,18.681050,"Sandwich Place",u2j71jep,"College Academic Building",45.558840,18.681050,0,0,0,0,100
819,"06-Feb-2019 08:41:20",+01:00,"06-Feb-2019 09:36:51",+01:00,u2j71jep,45.558840,18.681050,"College Academic Building",u2j71jep,"College Academic Building",45.558840,18.681050,0,0,0,0,100
819,"07-Feb-2019 19:07:53",+01:00,"08-Feb-2019 07:48:45",+01:00,u2j71v3d,45.556610,18.711950,"Pizza Place",u2j71jep,"College Academic Building",45.558840,18.681050,0,1,3,1,93
819,"08-Feb-2019 08:04:05",+01:00,"08-Feb-2019 10:09:42",+01:00,u2j71jep,45.558840,18.681050,"Sandwich Place",u2j71jep,"College Academic Building",45.558840,18.681050,0,0,0,0,100
819,"08-Feb-2019 08:04:05",+01:00,"08-Feb-2019 10:09:42",+01:00,u2j71jep,45.558840,18.681050,"College Academic Building",u2j71jep,"College Academic Building",45.558840,18.681050,0,0,0,0,100
819,"06-Feb-2019 19:04:27",+01:00,"06-Feb-2019 19:29:03",+01:00,u2j71n50,45.560390,18.681050,"General College & University",u2j71n4b,"General College & University",45.560390,18.680710,0,0,0,0,100
819,"06-Feb-2019 19:04:27",+01:00,"06-Feb-2019 19:29:03",+01:00,u2j71n50,45.560390,18.681050,Office,u2j71n4b,"General College & University",45.560390,18.680710,0,0,0,0,100
819,"05-Feb-2019 08:06:56",+01:00,"05-Feb-2019 08:21:56",+01:00,u2j71jep,45.558840,18.681050,"Sandwich Place",u2j71jg0,"Sandwich Place",45.559020,18.681050,0,0,0,0,100
819,"05-Feb-2019 08:06:56",+01:00,"05-Feb-2019 08:21:56",+01:00,u2j71jep,45.558840,18.681050,"College Academic Building",u2j71jg0,"Sandwich Place",45.559020,18.681050,0,0,0,0,100
819,"05-Feb-2019 12:39:49",+01:00,"05-Feb-2019 15:46:07",+01:00,u2j71jep,45.558840,18.681050,"Sandwich Place",u2j71v3d,"Pizza Place",45.556610,18.711950,0,0,0,0,100
819,"05-Feb-2019 12:39:49",+01:00,"05-Feb-2019 15:46:07",+01:00,u2j71jep,45.558840,18.681050,"College Academic Building",u2j71v3d,"Pizza Place",45.556610,18.711950,0,0,0,0,100
819,"05-Feb-2019 17:27:15",+01:00,"05-Feb-2019 17:49:15",+01:00,u2j71v3d,45.556610,18.711950,"Pizza Place",u2j71v3d,"Pizza Place",45.556610,18.711950,1,11,19,0,66
819,"07-Feb-2019 15:15:55",+01:00,"07-Feb-2019 15:39:15",+01:00,u2j70yt0,45.563140,18.672810,"Hardware Store",u2j71v3d,"Pizza Place",45.556610,18.711950,0,10,8,6,74
819,"06-Feb-2019 10:11:51",+01:00,"06-Feb-2019 10:51:41",+01:00,u2j71jep,45.558840,18.681050,"Sandwich Place",u2j71jee,Bar,45.558160,18.681740,0,0,0,0,100
819,"06-Feb-2019 10:11:51",+01:00,"06-Feb-2019 10:51:41",+01:00,u2j71jep,45.558840,18.681050,"College Academic Building",u2j71jee,Bar,45.558160,18.681740,0,0,0,0,100
819,"06-Feb-2019 21:25:49",+01:00,"07-Feb-2019 08:00:33",+01:00,u2j70yt0,45.563140,18.672810,"Hardware Store",u2j70psz,"Event Space",45.569830,18.639510,7,0,9,6,76
819,"08-Feb-2019 10:14:51",+01:00,"08-Feb-2019 16:54:34",+01:00,u2j71jep,45.558840,18.681050,"Sandwich Place",u2jk8egn,none,45.812730,18.659080,0,2,1,0,95
819,"08-Feb-2019 10:14:51",+01:00,"08-Feb-2019 16:54:34",+01:00,u2j71jep,45.558840,18.681050,"College Academic Building",u2jk8egn,none,45.812730,18.659080,0,2,1,0,95
819,"08-Feb-2019 17:04:54",+01:00,"08-Feb-2019 19:19:12",+01:00,u2jk8egn,45.812730,18.659080,none,u2jk8egn,none,45.812730,18.659080,0,0,0,0,100
819,"09-Feb-2019 05:46:33",+01:00,"09-Feb-2019 10:41:22",+01:00,u2jk8efy,45.812730,18.658730,none,u2jk8egn,none,45.812730,18.659080,0,0,0,0,100
819,"09-Feb-2019 12:50:24",+01:00,"09-Feb-2019 13:10:44",+01:00,u2jk8egn,45.812730,18.659080,none,u2jk8egn,none,45.812730,18.659080,0,0,0,0,100
819,"08-Feb-2019 20:47:52",+01:00,"09-Feb-2019 00:01:50",+01:00,u2jk8egn,45.812730,18.659080,none,u2jk8efy,none,45.812730,18.658730,0,0,0,0,100
819,"09-Feb-2019 01:09:17",+01:00,"09-Feb-2019 04:40:35",+01:00,u2jk8efy,45.812730,18.658730,none,u2jk8efy,none,45.812730,18.658730,0,0,0,0,100
819,"09-Feb-2019 05:09:15",+01:00,"09-Feb-2019 05:20:15",+01:00,u2jk8efy,45.812730,18.658730,none,u2jk8efy,none,45.812730,18.658730,3,6,0,20,70
819,"09-Feb-2019 05:37:35",+01:00,"09-Feb-2019 05:38:35",+01:00,u2jk8efy,45.812730,18.658730,none,u2jk8efy,none,45.812730,18.658730,100,0,0,0,0
819,"09-Feb-2019 14:44:24",+01:00,"10-Feb-2019 07:06:22",+01:00,u2jk8egn,45.812730,18.659080,none,u2j71mf1,"College Science Building",45.559190,18.690660,0,0,0,0,100
819,"10-Feb-2019 07:12:15",+01:00,"10-Feb-2019 09:05:35",+01:00,u2j71mf1,45.559190,18.690660,"College Science Building",u2j70j48,Pharmacy,45.554900,18.636420,0,0,0,0,100
820,"27-Jan-2019 23:21:56",+00:00,"27-Jan-2019 23:45:36",+00:00,gc4nc3kn,51.819510,-8.376900,none,gc4nc3kp,none,51.819680,-8.376900,0,1,16,8,74
823,"25-Jan-2019 11:52:28",+01:00,"25-Jan-2019 12:03:28",+01:00,u0u6k7s3,49.633740,6.169340,"Fast Food Restaurant",u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,0,100
823,"25-Jan-2019 11:52:28",+01:00,"25-Jan-2019 12:03:28",+01:00,u0u6k7s3,49.633740,6.169340,Steakhouse,u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,0,100
823,"28-Jan-2019 06:35:41",+01:00,"28-Jan-2019 07:06:00",+01:00,u0u6x2gp,49.663610,6.299460,"Dog Run",u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,0,100
823,"28-Jan-2019 09:40:57",+01:00,"28-Jan-2019 10:11:37",+01:00,u0u6k7ke,49.632710,6.169680,"Miscellaneous Shop",u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,48,3,47
823,"28-Jan-2019 09:40:57",+01:00,"28-Jan-2019 10:11:37",+01:00,u0u6k7ke,49.632710,6.169680,Newsstand,u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,48,3,47
823,"28-Jan-2019 09:40:57",+01:00,"28-Jan-2019 10:11:37",+01:00,u0u6k7ke,49.632710,6.169680,"Smoke Shop",u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,48,3,47
823,"01-Feb-2019 03:43:11",+01:00,"01-Feb-2019 06:42:24",+01:00,u0vugesz,50.074220,8.246440,Bar,u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,0,100
823,"04-Feb-2019 05:27:47",+01:00,"04-Feb-2019 06:45:27",+01:00,u0u6x350,49.663780,6.299460,"Dog Run",u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,31,9,58
823,"04-Feb-2019 12:26:28",+01:00,"04-Feb-2019 12:34:48",+01:00,u0u6k7s1,49.633740,6.168990,"Fast Food Restaurant",u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,2,0,2,0,95
823,"04-Feb-2019 12:26:28",+01:00,"04-Feb-2019 12:34:48",+01:00,u0u6k7s1,49.633740,6.168990,"Corporate Cafeteria",u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,2,0,2,0,95
823,"04-Feb-2019 14:54:08",+01:00,"04-Feb-2019 15:08:28",+01:00,u0u6k7ke,49.632710,6.169680,"Miscellaneous Shop",u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,0,100
823,"04-Feb-2019 14:54:08",+01:00,"04-Feb-2019 15:08:28",+01:00,u0u6k7ke,49.632710,6.169680,Newsstand,u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,0,100
823,"04-Feb-2019 14:54:08",+01:00,"04-Feb-2019 15:08:28",+01:00,u0u6k7ke,49.632710,6.169680,"Smoke Shop",u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,0,100
823,"05-Feb-2019 06:16:45",+01:00,"05-Feb-2019 06:42:05",+01:00,u0u6qqvy,49.652450,6.259290,Veterinarian,u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,0,100
823,"05-Feb-2019 08:36:45",+01:00,"05-Feb-2019 08:39:25",+01:00,u0u6k7s3,49.633740,6.169340,"Fast Food Restaurant",u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,0,100
823,"05-Feb-2019 08:36:45",+01:00,"05-Feb-2019 08:39:25",+01:00,u0u6k7s3,49.633740,6.169340,Steakhouse,u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,0,100
823,"05-Feb-2019 12:18:52",+01:00,"05-Feb-2019 13:20:12",+01:00,u0u6k7s3,49.633740,6.169340,"Fast Food Restaurant",u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,0,100
823,"05-Feb-2019 12:18:52",+01:00,"05-Feb-2019 13:20:12",+01:00,u0u6k7s3,49.633740,6.169340,Steakhouse,u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,0,100
823,"05-Feb-2019 15:08:53",+01:00,"05-Feb-2019 15:11:48",+01:00,u0u6k7km,49.633050,6.169340,"Dessert Shop",u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,16,83
823,"05-Feb-2019 15:08:53",+01:00,"05-Feb-2019 15:11:48",+01:00,u0u6k7km,49.633050,6.169340,"Women's Store",u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,16,83
823,"05-Feb-2019 15:08:53",+01:00,"05-Feb-2019 15:11:48",+01:00,u0u6k7km,49.633050,6.169340,"Clothing Store",u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,16,83
823,"06-Feb-2019 12:40:21",+01:00,"06-Feb-2019 13:49:32",+01:00,u0u6k7s3,49.633740,6.169340,"Fast Food Restaurant",u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,0,100
823,"06-Feb-2019 12:40:21",+01:00,"06-Feb-2019 13:49:32",+01:00,u0u6k7s3,49.633740,6.169340,Steakhouse,u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,0,100
823,"06-Feb-2019 16:03:52",+01:00,"06-Feb-2019 16:29:06",+01:00,u0u6k7m4,49.632540,6.170370,"Seafood Restaurant",u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,0,100
823,"06-Feb-2019 16:03:52",+01:00,"06-Feb-2019 16:29:06",+01:00,u0u6k7m4,49.632540,6.170370,"Salad Place",u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,0,100
823,"06-Feb-2019 16:03:52",+01:00,"06-Feb-2019 16:29:06",+01:00,u0u6k7m4,49.632540,6.170370,"Shoe Store",u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,0,100
823,"08-Feb-2019 06:15:19",+01:00,"08-Feb-2019 06:44:39",+01:00,u0u6qqvy,49.652450,6.259290,Veterinarian,u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,1,3,95
823,"08-Feb-2019 08:30:39",+01:00,"08-Feb-2019 10:38:01",+01:00,u0u6k7ke,49.632710,6.169680,"Miscellaneous Shop",u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,0,100
823,"08-Feb-2019 08:30:39",+01:00,"08-Feb-2019 10:38:01",+01:00,u0u6k7ke,49.632710,6.169680,Newsstand,u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,0,100
823,"08-Feb-2019 08:30:39",+01:00,"08-Feb-2019 10:38:01",+01:00,u0u6k7ke,49.632710,6.169680,"Smoke Shop",u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,0,100
823,"08-Feb-2019 12:18:21",+01:00,"08-Feb-2019 12:40:21",+01:00,u0u6k7s6,49.633910,6.169340,"Fast Food Restaurant",u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,0,100
823,"11-Feb-2019 06:12:21",+01:00,"11-Feb-2019 07:01:10",+01:00,u0u6qqvy,49.652450,6.259290,Veterinarian,u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,2,2,95
823,"11-Feb-2019 08:35:44",+01:00,"11-Feb-2019 08:57:44",+01:00,u0u6k7ke,49.632710,6.169680,"Miscellaneous Shop",u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,0,99
823,"11-Feb-2019 08:35:44",+01:00,"11-Feb-2019 08:57:44",+01:00,u0u6k7ke,49.632710,6.169680,Newsstand,u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,0,99
823,"11-Feb-2019 08:35:44",+01:00,"11-Feb-2019 08:57:44",+01:00,u0u6k7ke,49.632710,6.169680,"Smoke Shop",u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,0,0,99
823,"11-Feb-2019 09:42:44",+01:00,"11-Feb-2019 10:29:04",+01:00,u0u6k7ke,49.632710,6.169680,"Miscellaneous Shop",u0u6k7ke,"Miscellaneous Shop",49.632710,6.169680,0,0,44,2,52
